step,equity,inventory,bid,ask,bid_missing,ask_missing,t,mid_mark,microprice,spread,bid_sz,ask_sz,imbalance,cash,inv_value,realized_pnl,unreal_pnl,fees_paid,mm_fills,mm_cancels_sub,mm_cancels_ok,mm_bid_px,mm_ask_px,mm_bid_qty,mm_ask_qty,mm_at_best_bid,mm_at_best_ask,tob_share_bid,tob_share_ask,last_trade_px,last_trade_sign
2575,244.0854000022,-29,100.0300000000,100.0500000000,0,0,257.600000,99.9100000000,100.0366666667,0.0200000000,7,14,-0.333333,3141.4754000022,-2897.3900000000,234.5889340919,4.7910659080,-4.7054000000,23527,32094,3184,nan,nan,0,0,0,0,nan,nan,100.0500000000,1
2576,241.7878000022,-21,100.0100000000,100.0400000000,0,0,257.700000,99.9800000000,100.0175000000,0.0300000000,4,12,-0.500000,2341.3678000022,-2099.5800000000,235.1271237097,1.9528762902,-4.7078000000,23539,32104,3184,99.9600000000,100.0400000000,1,1,0,1,nan,0.0833333333,100.0100000000,-1
2577,241.3992000022,-18,100.0100000000,100.0200000000,0,0,257.800000,100.0000000000,100.0157142857,0.0100000000,4,3,0.142857,2041.3992000022,-1800.0000000000,235.4326673667,1.2573326332,-4.7092000000,23546,32121,3186,100.0000000000,100.0300000000,1,1,0,0,nan,nan,100.0100000000,-1
2578,240.6406000022,-15,100.0100000000,100.0300000000,0,0,257.900000,100.0500000000,100.0275000000,0.0200000000,14,2,0.750000,1741.3906000022,-1500.7500000000,235.7153091605,0.2146908394,-4.7106000000,23553,32147,3188,100.0100000000,100.1200000000,1,1,1,0,0.0714285714,nan,100.0200000000,1
2579,241.4118000022,-15,100.0300000000,100.0400000000,0,0,258.000000,100.0000000000,100.0354545455,0.0100000000,12,10,0.090909,1741.4118000022,-1500.0000000000,235.8044243004,0.8955756995,-4.7118000000,23559,32169,3190,100.0300000000,100.1100000000,1,1,1,0,0.0833333333,nan,100.0300000000,-1
2580,241.1942000022,-7,100.0300000000,100.0400000000,0,0,258.100000,100.0000000000,100.0305882353,0.0100000000,1,16,-0.882353,941.1942000022,-700.0000000000,236.0806328905,0.3993671094,-4.7142000000,23571,32189,3192,99.9500000000,100.0400000000,1,1,0,1,nan,0.0625000000,100.0300000000,-1
2581,241.3456000022,-10,100.0100000000,100.0300000000,0,0,258.200000,100.0000000000,100.0285714286,0.0200000000,13,1,0.857143,1241.3456000022,-1000.0000000000,236.1369866679,0.4930133320,-4.7156000000,23578,32199,3194,nan,nan,0,0,0,0,nan,nan,100.0200000000,-1
2582,241.5672000022,-6,100.0100000000,100.0200000000,0,0,258.300000,99.9600000000,100.0189473684,0.0100000000,17,2,0.789474,841.3272000022,-599.7600000000,236.3382604450,0.5117395549,-4.7172000000,23586,32211,3194,100.0100000000,100.0500000000,1,1,1,0,0.0588235294,nan,100.0100000000,-1
2583,241.2090000022,-5,100.0100000000,100.0200000000,0,0,258.400000,100.0300000000,100.0160000000,0.0100000000,12,8,0.200000,741.3590000022,-500.1500000000,236.5020651112,-0.0120651113,-4.7190000000,23595,32235,3196,99.9400000000,100.0200000000,1,1,0,1,nan,0.1250000000,100.0200000000,1
2584,241.4710000022,-9,100.0100000000,100.0300000000,0,0,258.500000,100.0000000000,100.0263636364,0.0200000000,18,4,0.636364,1141.4710000022,-900.0000000000,236.5415488333,0.2084511666,-4.7210000000,23605,32253,3198,100.0100000000,100.0600000000,1,1,1,0,0.0555555556,nan,100.0100000000,-1
2585,241.3330000022,-3,100.0200000000,100.0300000000,0,0,258.600000,100.0200000000,100.0283333333,0.0100000000,10,2,0.666667,541.3930000022,-300.0600000000,236.5962103922,0.0137896077,-4.7230000000,23615,32277,3200,100.0200000000,100.1000000000,1,1,1,0,0.1000000000,nan,100.0200000000,-1
2586,241.4542000022,3,100.0200000000,100.0300000000,0,0,258.700000,100.0600000000,100.0238888889,0.0100000000,7,11,-0.222222,-58.7257999978,300.1800000000,236.6099999999,0.1200000000,-4.7242000000,23621,32310,3202,100.0000000000,100.0300000000,1,1,0,1,nan,0.0909090909,100.0300000000,1
2587,241.3648000022,0,100.0200000000,100.0300000000,0,0,258.800000,100.0700000000,100.0242857143,0.0100000000,9,12,-0.142857,241.3648000022,0.0000000000,236.6399999999,0.0000000000,-4.7248000000,23624,32314,3204,nan,nan,0,0,0,0,nan,nan,100.0300000000,1
2588,241.4956000022,-2,100.0200000000,100.0300000000,0,0,258.900000,99.9700000000,100.0266666667,0.0100000000,16,8,0.333333,441.4356000022,-199.9400000000,236.6499999999,0.1200000000,-4.7256000000,23628,32322,3204,100.0200000000,100.0500000000,1,1,1,0,0.0625000000,nan,100.0200000000,-1
2589,241.4162000022,-3,100.0200000000,100.0300000000,0,0,259.000000,100.0200000000,100.0240000000,0.0100000000,16,24,-0.200000,541.4762000022,-300.0600000000,236.6599999999,0.0300000000,-4.7262000000,23631,32346,3206,99.9600000000,100.0300000000,1,1,0,1,nan,0.0416666667,100.0300000000,1
2590,241.1682000022,3,100.0200000000,100.0300000000,0,0,259.100000,99.9300000000,100.0217241379,0.0100000000,5,24,-0.655172,-58.6217999978,299.7900000000,236.7099999999,-0.2700000000,-4.7282000000,23641,32362,3208,99.9800000000,100.0400000000,1,1,0,0,nan,nan,100.0200000000,-1
2591,240.6502000022,11,100.0100000000,100.0200000000,0,0,259.200000,99.9400000000,100.0173913043,0.0100000000,17,6,0.478261,-858.6897999978,1099.3400000000,236.7172727272,-0.7972727273,-4.7302000000,23651,32384,3210,99.8600000000,100.0200000000,1,1,0,1,nan,0.1666666667,100.0100000000,-1
2592,241.7606000022,11,100.0100000000,100.0200000000,0,0,259.300000,100.0400000000,100.0176190476,0.0100000000,16,5,0.523810,-858.6793999978,1100.4400000000,236.7249999999,0.3050000000,-4.7306000000,23653,32392,3212,99.9500000000,nan,1,0,0,0,nan,nan,100.0200000000,1
2593,241.7730000022,5,100.0100000000,100.0300000000,0,0,259.400000,100.0500000000,100.0170000000,0.0200000000,14,26,-0.300000,-258.4769999978,500.2500000000,236.8466790351,0.1933209647,-4.7330000000,23665,32394,3214,nan,nan,0,0,0,0,nan,nan,100.0100000000,-1
2594,241.8848000022,12,100.0200000000,100.0300000000,0,0,259.500000,100.0400000000,100.0216666667,0.0100000000,5,25,-0.666667,-958.5951999978,1200.4800000000,236.8626035868,0.2873964131,-4.7348000000,23674,32408,3214,100.0200000000,100.0800000000,1,1,1,0,0.2000000000,nan,100.0200000000,-1
2595,241.9768000022,4,100.0200000000,100.0300000000,0,0,259.600000,100.0800000000,100.0213636364,0.0100000000,3,19,-0.727273,-158.3431999978,400.3200000000,236.9864581676,0.2535418323,-4.7368000000,23684,32426,3216,100.0000000000,100.0400000000,1,1,0,0,nan,nan,100.0300000000,1
2596,241.5888000022,-4,100.0200000000,100.0300000000,0,0,259.700000,100.0800000000,100.0271428571,0.0100000000,20,8,0.428571,641.9088000022,-400.3200000000,237.0499999999,-0.2000000000,-4.7388000000,23694,32454,3218,100.0200000000,100.1000000000,1,1,1,0,0.0500000000,nan,100.0300000000,1
2597,240.1306000022,-13,100.0300000000,100.0400000000,0,0,259.800000,100.1600000000,100.0308333333,0.0100000000,3,33,-0.833333,1542.2106000022,-1302.0800000000,237.0499999999,-1.6600000000,-4.7406000000,23703,32474,3220,100.0300000000,100.1700000000,1,1,1,0,0.3333333333,nan,100.0400000000,1
2598,238.9534000022,-23,100.0300000000,100.0400000000,0,0,259.900000,100.1600000000,100.0325000000,0.0100000000,6,18,-0.500000,2542.6334000022,-2303.6800000000,237.0588198757,-2.8488198758,-4.7434000000,23717,32476,3221,100.0300000000,nan,1,0,1,0,0.1666666667,nan,100.0400000000,1
2599,237.2760000022,-28,100.0300000000,100.0400000000,0,0,260.000000,100.2000000000,100.0325000000,0.0100000000,2,6,-0.500000,3042.8760000022,-2805.6000000000,237.0848001032,-4.5548001033,-4.7460000000,23730,32479,3221,100.0300000000,100.2100000000,1,1,1,0,0.5000000000,nan,100.0400000000,1
2600,236.5578000022,-35,100.0300000000,100.0500000000,0,0,260.100000,100.1900000000,100.0306451613,0.0200000000,1,30,-0.935484,3743.2078000022,-3506.6500000000,237.0923067664,-5.2823067665,-4.7478000000,23739,32493,3222,100.0300000000,100.2300000000,0,1,1,0,0.0000000000,nan,100.0500000000,1
2601,234.1210000022,-49,100.0400000000,100.0500000000,0,0,260.200000,100.2000000000,100.0406250000,0.0100000000,1,15,-0.875000,5143.9210000022,-4909.8000000000,237.0932042244,-7.7232042245,-4.7510000000,23755,32495,3223,100.0400000000,100.2700000000,1,1,1,0,1.0000000000,nan,100.0500000000,1
2602,234.6430000022,-57,100.0200000000,100.0500000000,0,0,260.300000,100.1700000000,100.0442857143,0.0300000000,17,4,0.619048,5944.3330000022,-5709.6900000000,237.0955878116,-7.2055878117,-4.7530000000,23765,32510,3224,100.0400000000,100.3500000000,0,1,0,0,nan,nan,100.0500000000,1
2603,232.6358000022,-69,100.0500000000,100.0600000000,0,0,260.400000,100.1800000000,100.0513043478,0.0100000000,3,20,-0.739130,7145.0558000022,-6912.4200000000,237.1195945688,-9.2395945689,-4.7558000000,23779,32513,3225,100.0500000000,100.3300000000,1,1,1,0,0.3333333333,nan,100.0600000000,1
2604,236.4288000022,-76,100.0500000000,100.0600000000,0,0,260.500000,100.1200000000,100.0511111111,0.0100000000,1,8,-0.777778,7845.5488000022,-7609.1200000000,237.1380798659,-5.4680798660,-4.7588000000,23794,32517,3226,100.0500000000,100.3400000000,0,1,1,0,0.0000000000,nan,100.0600000000,1
2605,237.1104000022,-78,100.0600000000,100.0700000000,0,0,260.600000,100.1100000000,100.0605555556,0.0100000000,1,17,-0.888889,8045.6904000022,-7808.5800000000,237.1044018710,-4.7544018710,-4.7604000000,23802,32523,3227,100.0600000000,100.3000000000,0,1,1,0,0.0000000000,nan,100.0300000000,-1
2606,235.9818000022,-85,100.0500000000,100.0700000000,0,0,260.700000,100.1200000000,100.0520000000,0.0200000000,1,9,-0.800000,8746.1818000022,-8510.2000000000,237.1044018710,-5.8844018711,-4.7618000000,23809,32533,3228,100.0600000000,100.3300000000,0,1,0,0,nan,nan,100.0700000000,1
2607,238.4526000022,-89,100.0600000000,100.0700000000,0,0,260.800000,100.0900000000,100.0675000000,0.0100000000,3,1,0.500000,9146.4626000022,-8908.0100000000,237.1044018710,-3.4144018711,-4.7626000000,23813,32539,3229,100.0600000000,100.3100000000,0,1,1,0,0.0000000000,nan,100.0700000000,1
2608,238.2762000022,-107,100.0800000000,100.0900000000,0,0,260.900000,100.0900000000,100.0817857143,0.0100000000,5,23,-0.642857,10947.9062000022,-10709.6300000000,237.1044018710,-3.5944018711,-4.7662000000,23831,32547,3229,100.0800000000,100.2900000000,1,1,1,0,0.2000000000,nan,100.0900000000,1
2609,229.4074000023,-111,100.0800000000,100.0900000000,0,0,261.000000,100.1700000000,100.0825000000,0.0100000000,6,18,-0.500000,11348.2774000023,-11118.8700000000,237.0817254903,-12.4417254904,-4.7674000000,23837,32554,3230,100.0800000000,100.3400000000,1,1,1,0,0.1666666667,nan,100.0900000000,1
2610,244.7690000023,-107,100.0700000000,100.0900000000,0,0,261.100000,100.0300000000,100.0713333333,0.0200000000,1,14,-0.866667,10947.9790000023,-10703.2100000000,236.9526073227,3.0473926772,-4.7690000000,23845,32565,3231,100.0800000000,100.4400000000,0,1,0,0,nan,nan,100.0900000000,1
2611,252.0796000023,-104,100.0200000000,100.0900000000,0,0,261.200000,99.9600000000,100.0536000000,0.0700000000,12,13,-0.040000,10647.9196000023,-10395.8400000000,237.0680482389,10.2419517610,-4.7696000000,23848,32573,3232,100.0800000000,100.2300000000,0,1,0,0,nan,nan,100.0200000000,-1
2612,261.8612000023,-100,100.0600000000,100.0900000000,0,0,261.300000,99.8600000000,100.0627272727,0.0300000000,1,10,-0.818182,10247.8612000023,-9986.0000000000,237.1816460804,19.9083539195,-4.7712000000,23856,32578,3233,100.0600000000,100.1500000000,1,1,1,0,1.0000000000,nan,100.0600000000,-1
2613,255.5334000023,-95,100.0200000000,100.0300000000,0,0,261.400000,99.9200000000,100.0266666667,0.0100000000,2,1,0.333333,9747.9334000023,-9492.4000000000,237.4571599985,13.3028400015,-4.7734000000,23867,32585,3234,99.9900000000,100.0800000000,1,1,0,0,nan,nan,100.0200000000,-1
2614,256.0858000023,-83,100.0200000000,100.0600000000,0,0,261.500000,99.9000000000,100.0428571429,0.0400000000,4,3,0.142857,8547.7858000023,-8291.7000000000,238.0275187355,13.2824812644,-4.7758000000,23879,32599,3236,100.0200000000,100.1000000000,1,1,1,0,0.2500000000,nan,100.0200000000,-1
2615,253.2692000023,-70,100.0000000000,100.0600000000,0,0,261.600000,99.9200000000,100.0588679245,0.0600000000,52,1,0.962264,7247.6692000023,-6994.4000000000,238.6879617399,9.8020382600,-4.7792000000,23896,32600,3237,100.0300000000,100.1100000000,0,1,0,0,nan,nan,100.0000000000,-1
2616,251.4518000023,-61,100.0000000000,100.0700000000,0,0,261.700000,99.9400000000,100.0653333333,0.0700000000,42,3,0.866667,6347.7918000023,-6096.3400000000,239.3382815606,7.3317184393,-4.7818000000,23909,32602,3238,100.0100000000,100.1000000000,0,1,0,0,nan,nan,100.0700000000,1
2617,248.8642000023,-51,100.0000000000,100.0100000000,0,0,261.800000,99.9800000000,100.0097368421,0.0100000000,37,1,0.947368,5347.8442000023,-5098.9800000000,239.9821348321,4.0978651678,-4.7842000000,23921,32609,3239,99.9900000000,100.0500000000,1,1,0,0,nan,nan,100.0000000000,-1
2618,247.3344000023,-50,100.0100000000,100.0300000000,0,0,261.900000,100.0100000000,100.0271428571,0.0200000000,6,1,0.714286,5247.8344000023,-5000.5000000000,240.0324851295,2.5175148704,-4.7844000000,23922,32629,3241,100.0100000000,100.1200000000,1,1,1,0,0.1666666667,nan,100.0200000000,1
2619,247.8246000023,-49,100.0200000000,100.0400000000,0,0,262.000000,100.0000000000,100.0280000000,0.0200000000,2,3,-0.200000,5147.8246000023,-4900.0000000000,240.0828354269,2.9571645730,-4.7846000000,23923,32641,3243,nan,nan,0,0,0,0,nan,nan,100.0400000000,1
2620,243.5952000023,-46,100.0300000000,100.0400000000,0,0,262.100000,100.0900000000,100.0390909091,0.0100000000,10,1,0.818182,4847.7352000023,-4604.1400000000,240.1738863191,-1.3638863192,-4.7852000000,23926,32657,3243,100.0300000000,100.1600000000,1,1,1,0,0.1000000000,nan,100.0400000000,1
2621,245.0460000023,-44,100.0500000000,100.0600000000,0,0,262.200000,100.0600000000,100.0510000000,0.0100000000,1,9,-0.800000,4647.6860000023,-4402.6400000000,240.2449219810,0.0150780189,-4.7860000000,23930,32684,3245,100.0400000000,100.2000000000,1,1,0,0,nan,nan,100.0400000000,-1
2622,249.2186000023,-37,100.0500000000,100.0600000000,0,0,262.300000,99.9500000000,100.0564285714,0.0100000000,9,5,0.285714,3947.3686000023,-3698.1500000000,240.3481300702,4.0818699298,-4.7886000000,23943,32718,3247,100.0500000000,100.1100000000,1,1,1,0,0.1111111111,nan,100.0500000000,-1
2623,247.5714000023,-25,100.0400000000,100.0500000000,0,0,262.400000,99.9700000000,100.0470000000,0.0100000000,7,3,0.400000,2746.8214000023,-2499.2500000000,240.5222025611,2.2577974388,-4.7914000000,23957,32725,3248,99.9800000000,100.0500000000,1,1,0,1,nan,0.3333333333,100.0400000000,-1
2624,247.1628000023,-22,100.0300000000,100.0500000000,0,0,262.500000,99.9800000000,100.0477777778,0.0200000000,8,1,0.777778,2446.7228000023,-2199.5600000000,240.6224365119,1.7475634880,-4.7928000000,23964,32726,3249,nan,100.0500000000,0,1,0,1,nan,1.0000000000,100.0400000000,-1
2625,247.1848000023,-18,100.0100000000,100.0400000000,0,0,262.600000,99.9700000000,100.0333333333,0.0300000000,14,4,0.555556,2046.6448000023,-1799.4600000000,240.8230554607,1.5669445392,-4.7948000000,23974,32738,3249,99.9700000000,100.0400000000,1,1,0,1,nan,0.2500000000,100.0400000000,1
2626,245.6566000023,-17,100.0100000000,100.0300000000,0,0,262.700000,100.0600000000,100.0225000000,0.0200000000,10,6,0.250000,1946.6766000023,-1701.0200000000,241.0442516156,-0.1842516157,-4.7966000000,23983,32752,3251,100.0000000000,100.0300000000,1,1,0,1,nan,0.1666666667,100.0100000000,-1
2627,246.1976000023,-22,100.0200000000,100.0500000000,0,0,262.800000,100.0300000000,100.0484210526,0.0300000000,18,1,0.894737,2446.8576000023,-2200.6600000000,241.0442516156,0.3557483843,-4.7976000000,23988,32784,3253,100.0200000000,100.1100000000,1,1,1,0,0.0555555556,nan,100.0300000000,1
2628,245.5184000023,-18,100.0200000000,100.0300000000,0,0,262.900000,100.0700000000,100.0293333333,0.0100000000,14,1,0.866667,2046.7784000023,-1801.2600000000,241.1489331400,-0.4289331401,-4.7984000000,23992,32826,3255,100.0100000000,100.0500000000,1,1,0,0,nan,nan,100.0300000000,1
2629,242.2712000023,-28,100.0400000000,100.0500000000,0,0,263.000000,100.1800000000,100.0442857143,0.0100000000,9,12,-0.142857,3047.3112000023,-2805.0400000000,241.2003483451,-3.7303483452,-4.8012000000,24006,32848,3257,100.0400000000,100.2400000000,1,1,1,0,0.1111111111,nan,100.0500000000,1
2630,242.0646000023,-39,100.0400000000,100.0600000000,0,0,263.100000,100.1500000000,100.0573333333,0.0200000000,13,2,0.733333,4147.9146000023,-3905.8500000000,241.2226474431,-3.9626474432,-4.8046000000,24023,32852,3257,100.0400000000,100.2200000000,1,1,1,0,0.0769230769,nan,100.0600000000,1
2631,245.6052000023,-42,100.0600000000,100.0700000000,0,0,263.200000,100.0600000000,100.0675000000,0.0100000000,3,1,0.500000,4448.1252000023,-4202.5200000000,241.2226474431,-0.4226474432,-4.8052000000,24026,32870,3259,100.0500000000,100.2300000000,1,1,0,0,nan,nan,100.0700000000,1
2632,243.0870000023,-43,100.0700000000,100.0800000000,0,0,263.300000,100.1200000000,100.0738461538,0.0100000000,5,8,-0.230769,4548.2470000023,-4305.1600000000,241.1478613119,-2.8678613120,-4.8070000000,24035,32894,3261,100.0700000000,100.1700000000,1,1,1,0,0.2000000000,nan,100.0800000000,1
2633,242.4698000023,-49,100.0800000000,100.0900000000,0,0,263.400000,100.1300000000,100.0825000000,0.0100000000,3,9,-0.500000,5148.8398000023,-4906.3700000000,241.0870253670,-3.4270253671,-4.8098000000,24049,32909,3263,100.0800000000,100.2500000000,1,1,1,0,0.3333333333,nan,100.0900000000,1
2634,249.2400000023,-48,100.0700000000,100.0900000000,0,0,263.500000,99.9900000000,100.0760000000,0.0200000000,3,7,-0.400000,5048.7600000023,-4799.5200000000,241.0670860738,3.3629139261,-4.8100000000,24050,32919,3264,100.0700000000,100.1800000000,1,1,1,0,0.3333333333,nan,100.0800000000,-1
2635,255.5408000023,-44,100.0600000000,100.0700000000,0,0,263.600000,99.8400000000,100.0687500000,0.0100000000,7,1,0.750000,4648.5008000023,-4392.9600000000,241.0473289010,9.6826710989,-4.8108000000,24054,32922,3265,99.9200000000,100.0700000000,1,1,0,1,nan,1.0000000000,100.0600000000,-1
2636,251.6832000023,-32,100.0500000000,100.0700000000,0,0,263.700000,99.8800000000,100.0600000000,0.0200000000,2,2,0.000000,3447.8432000023,-3196.1600000000,241.1080573825,5.7619426174,-4.8132000000,24066,32934,3267,99.9300000000,nan,1,0,0,0,nan,nan,100.0500000000,-1
2637,252.3660000023,-26,100.0400000000,100.0600000000,0,0,263.800000,99.8200000000,100.0482352941,0.0200000000,7,10,-0.176471,2847.6860000023,-2595.3200000000,241.3015362681,6.2484637318,-4.8160000000,24080,32946,3267,99.9300000000,100.0600000000,1,1,0,1,nan,0.1000000000,100.0600000000,1
2638,250.7584000023,-22,100.0200000000,100.0500000000,0,0,263.900000,99.8600000000,100.0278260870,0.0300000000,6,17,-0.478261,2447.6784000023,-2196.9200000000,241.5611389950,4.3788610049,-4.8184000000,24092,32966,3269,99.8100000000,100.0500000000,1,1,0,1,nan,0.0588235294,100.0200000000,-1
2639,250.7806000023,-15,100.0100000000,100.0300000000,0,0,264.000000,99.7900000000,100.0240000000,0.0200000000,28,12,0.400000,1747.6306000023,-1496.8500000000,241.9357118718,4.0242881281,-4.8206000000,24103,32982,3271,99.8400000000,100.0300000000,1,1,0,1,nan,0.0833333333,100.0100000000,-1
2640,249.4126000023,-11,100.0100000000,100.0200000000,0,0,264.100000,99.8400000000,100.0167741935,0.0100000000,21,10,0.354839,1347.6526000023,-1098.2400000000,242.2538196355,2.3361803644,-4.8226000000,24113,33004,3273,99.8800000000,100.0200000000,1,1,0,1,nan,0.1000000000,100.0100000000,-1
2641,247.2852000023,2,100.0100000000,100.0200000000,0,0,264.200000,99.8800000000,100.0136363636,0.0100000000,8,14,-0.272727,47.5252000023,199.7600000000,242.7199999999,-0.2600000000,-4.8252000000,24126,33008,3274,99.8700000000,100.0200000000,1,1,0,1,nan,0.0714285714,100.0100000000,-1
2642,245.8194000023,11,100.0000000000,100.0200000000,0,0,264.300000,99.8400000000,100.0171929825,0.0200000000,49,8,0.719298,-852.4205999977,1098.2400000000,242.7911428571,-1.8011428571,-4.8294000000,24147,33013,3274,99.8700000000,100.0200000000,1,1,0,1,nan,0.1250000000,100.0000000000,-1
2643,244.1938000023,31,100.0000000000,100.0100000000,0,0,264.400000,99.8900000000,100.0057446809,0.0100000000,27,20,0.148936,-2852.3961999977,3096.5900000000,242.8074025973,-3.4474025974,-4.8338000000,24169,33041,3276,99.8100000000,100.0100000000,1,1,0,1,nan,0.0500000000,100.0000000000,-1
2644,243.5370000023,41,100.0000000000,100.0100000000,0,0,264.500000,99.9000000000,100.0043333333,0.0100000000,13,17,-0.133333,-3852.3629999977,4095.9000000000,242.8344662654,-4.1344662654,-4.8370000000,24185,33051,3277,99.7900000000,100.0100000000,1,1,0,1,nan,0.0588235294,100.0000000000,-1
2645,241.2104000023,50,99.9900000000,100.0100000000,0,0,264.600000,99.8700000000,100.0043396226,0.0200000000,38,15,0.433962,-4752.2895999977,4993.5000000000,242.8712601011,-6.5012601012,-4.8404000000,24202,33058,3278,99.8200000000,100.0100000000,1,1,0,1,nan,0.0666666667,99.9900000000,-1
2646,244.6542000023,65,99.9900000000,100.0000000000,0,0,264.700000,99.9500000000,99.9963636364,0.0100000000,21,12,0.272727,-6252.0957999977,6496.7500000000,242.8930201783,-3.0830201784,-4.8442000000,24221,33084,3280,99.7700000000,100.0000000000,1,1,0,1,nan,0.0833333333,99.9900000000,-1
2647,240.9578000023,79,99.9900000000,100.0000000000,0,0,264.800000,99.9100000000,99.9920000000,0.0100000000,5,20,-0.600000,-7651.9321999977,7892.8900000000,242.8994667763,-6.7894667764,-4.8478000000,24239,33094,3281,nan,100.0000000000,0,1,0,1,nan,0.0500000000,99.9900000000,-1
2648,243.7610000023,91,99.9800000000,100.0000000000,0,0,264.900000,99.9500000000,99.9918181818,0.0200000000,26,18,0.181818,-8851.6889999977,9095.4500000000,242.9078714252,-3.9978714253,-4.8510000000,24255,33103,3281,99.7400000000,100.0000000000,1,1,0,1,nan,0.0555555556,99.9800000000,-1
2649,251.2328000023,94,99.9800000000,99.9900000000,0,0,265.000000,100.0300000000,99.9855263158,0.0100000000,21,17,0.105263,-9151.5871999977,9402.8200000000,242.9078333802,3.4721666197,-4.8528000000,24264,33125,3283,99.7900000000,99.9900000000,1,1,0,1,nan,0.0588235294,99.9800000000,-1
2650,253.2954000023,83,99.9800000000,99.9900000000,0,0,265.100000,100.0600000000,99.9880000000,0.0100000000,20,5,0.600000,-8051.6845999977,8304.9800000000,242.8719692815,5.5680307184,-4.8554000000,24277,33134,3284,99.8900000000,99.9900000000,1,1,0,1,nan,0.2000000000,99.9900000000,1
2651,245.3684000024,74,99.9800000000,99.9900000000,0,0,265.200000,99.9600000000,99.9889473684,0.0100000000,17,2,0.789474,-7151.6715999976,7397.0400000000,242.9076655232,-2.3976655232,-4.8584000000,24292,33150,3285,99.8500000000,99.9900000000,1,0,0,1,nan,0.0000000000,99.9800000000,-1
2652,247.6394000024,77,99.9800000000,100.0000000000,0,0,265.300000,99.9900000000,99.9921739130,0.0200000000,14,9,0.217391,-7451.5905999976,7699.2300000000,242.9159005805,-0.1359005806,-4.8594000000,24297,33161,3286,99.7900000000,99.9900000000,1,0,0,0,nan,nan,100.0000000000,1
2653,247.0110000024,71,99.9800000000,100.0000000000,0,0,265.400000,99.9800000000,99.9975000000,0.0200000000,14,2,0.750000,-6851.5689999976,7098.5800000000,242.9743199917,-0.8243199918,-4.8610000000,24305,33165,3287,nan,99.9900000000,0,0,0,0,nan,nan,100.0000000000,1
2654,246.3116000024,72,99.9800000000,100.0000000000,0,0,265.500000,99.9700000000,99.9942857143,0.0200000000,15,6,0.428571,-6951.5283999976,7197.8400000000,242.9828711029,-1.5328711030,-4.8616000000,24308,33169,3288,nan,100.0000000000,0,1,0,1,nan,0.1666666667,99.9800000000,-1
2655,244.7634000024,77,99.9800000000,99.9900000000,0,0,265.600000,99.9500000000,99.9850000000,0.0100000000,2,2,0.000000,-7451.3865999976,7696.1500000000,243.0022920877,-3.1022920877,-4.8634000000,24317,33173,3290,nan,nan,0,0,0,0,nan,nan,100.0000000000,1
2656,248.5840000024,74,99.9800000000,99.9900000000,0,0,265.700000,100.0000000000,99.9810526316,0.0100000000,2,17,-0.789474,-7151.4159999976,7400.0000000000,243.0014235648,0.7185764352,-4.8640000000,24320,33205,3290,99.7700000000,99.9900000000,1,1,0,1,nan,0.0588235294,99.9900000000,1
2657,251.3946000024,71,99.9800000000,99.9900000000,0,0,265.800000,100.0400000000,99.9812500000,0.0100000000,2,14,-0.750000,-6851.4453999976,7102.8400000000,243.0005550419,3.5294449581,-4.8646000000,24323,33214,3291,99.8000000000,99.9900000000,1,1,0,1,nan,0.0714285714,99.9900000000,1
2658,253.5162000024,63,99.9700000000,99.9900000000,0,0,265.900000,100.0800000000,99.9869696970,0.0200000000,28,5,0.696970,-6051.5237999976,6305.0400000000,242.9982389808,5.6517610191,-4.8662000000,24331,33229,3293,99.9300000000,100.0100000000,1,1,0,0,nan,nan,99.9900000000,1
2659,249.0994000024,57,99.9700000000,99.9800000000,0,0,266.000000,100.0100000000,99.9785185185,0.0100000000,23,4,0.703704,-5451.4705999976,5700.5700000000,243.0137803403,1.2162196596,-4.8694000000,24347,33247,3295,99.9200000000,100.0000000000,1,1,0,0,nan,nan,99.9800000000,1
2660,246.9036000024,62,99.9700000000,99.9800000000,0,0,266.100000,99.9700000000,99.9790909091,0.0100000000,10,1,0.818182,-5951.2363999976,6198.1400000000,242.9634799060,-0.9334799060,-4.8736000000,24368,33257,3296,nan,99.9800000000,0,0,0,1,nan,0.0000000000,99.9700000000,-1
2661,253.4042000024,65,99.9700000000,99.9900000000,0,0,266.200000,100.0700000000,99.9840000000,0.0200000000,7,3,0.400000,-6251.1457999976,6504.5500000000,242.9634799060,5.5665200940,-4.8742000000,24371,33266,3296,99.8100000000,99.9900000000,1,1,0,1,nan,0.3333333333,99.9900000000,1
2662,250.6160000024,58,99.9700000000,100.0000000000,0,0,266.300000,100.0300000000,99.9914285714,0.0300000000,5,2,0.428571,-5551.1239999976,5801.7400000000,243.0790687790,2.6609312209,-4.8760000000,24380,33268,3298,nan,100.0200000000,0,1,0,0,nan,nan,100.0000000000,1
2663,241.1564000024,60,99.9600000000,99.9900000000,0,0,266.400000,99.8700000000,99.9870000000,0.0300000000,9,1,0.800000,-5751.0435999976,5992.2000000000,243.0790687790,-6.7990687791,-4.8764000000,24382,33270,3298,99.9500000000,100.0200000000,1,1,0,0,nan,nan,99.9600000000,-1
